"Title","Reading attainments for children aged 7 to 11 by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 2 statistics https://www.gov.uk/government/statistics/national-curriculum-assessments-key-stage-2-2016-revised"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Year","Year_type","Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Gender_type","Value","Value_type","Denominator"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Windsor and Maidenhead","E06000040","Mixed","DFE","All","All/Boys/Girls","75","%","108"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Wokingham","E06000041","Mixed","DFE","All","All/Boys/Girls","76","%","125"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Bath and North East Somerset","E06000022","Mixed","DFE","All","All/Boys/Girls","76","%","89"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Bournemouth","E06000028","Mixed","DFE","All","All/Boys/Girls","63","%","84"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Bristol, City of","E06000023","Mixed","DFE","All","All/Boys/Girls","66","%","377"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Cornwall","E06000052","Mixed","DFE","All","All/Boys/Girls","70","%","132"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Devon","E10000008","Mixed","DFE","All","All/Boys/Girls","77","%","181"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Dorset","E10000009","Mixed","DFE","All","All/Boys/Girls","71","%","122"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Gloucestershire","E10000013","Mixed","DFE","All","All/Boys/Girls","73","%","306"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Isles of Scilly","E06000053","Mixed","DFE","All","All/Boys/Girls","!","%","0"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","North Somerset","E06000024","Mixed","DFE","All","All/Boys/Girls","67","%","64"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Plymouth","E06000026","Mixed","DFE","All","All/Boys/Girls","76","%","84"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Poole","E06000029","Mixed","DFE","All","All/Boys/Girls","71","%","45"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Somerset","E10000027","Mixed","DFE","All","All/Boys/Girls","80","%","129"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","South Gloucestershire","E06000025","Mixed","DFE","All","All/Boys/Girls","70","%","138"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Swindon","E06000030","Mixed","DFE","All","All/Boys/Girls","64","%","135"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Torbay","E06000027","Mixed","DFE","All","All/Boys/Girls","77","%","43"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Wiltshire","E06000054","Mixed","DFE","All","All/Boys/Girls","74","%","148"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","County Durham","E06000047","White","DFE","All","All/Boys/Girls","70","%","5,202"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Darlington","E06000005","White","DFE","All","All/Boys/Girls","68","%","1,133"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Gateshead","E08000037","White","DFE","All","All/Boys/Girls","72","%","1,874"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Hartlepool","E06000001","White","DFE","All","All/Boys/Girls","66","%","1,044"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Middlesbrough","E06000002","White","DFE","All","All/Boys/Girls","63","%","1,415"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Newcastle upon Tyne","E08000021","White","DFE","All","All/Boys/Girls","69","%","1,971"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","North Tyneside","E08000022","White","DFE","All","All/Boys/Girls","70","%","2,110"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Northumberland","E06000057","White","DFE","All","All/Boys/Girls","67","%","3,208"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Redcar and Cleveland","E06000003","White","DFE","All","All/Boys/Girls","72","%","1,486"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","South Tyneside","E08000023","White","DFE","All","All/Boys/Girls","68","%","1,415"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Stockton-on-Tees","E06000004","White","DFE","All","All/Boys/Girls","65","%","1,997"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Sunderland","E08000024","White","DFE","All","All/Boys/Girls","71","%","2,795"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Blackburn with Darwen","E06000008","White","DFE","All","All/Boys/Girls","64","%","1,102"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Blackpool","E06000009","White","DFE","All","All/Boys/Girls","60","%","1,577"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Bolton","E08000001","White","DFE","All","All/Boys/Girls","65","%","2,414"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Bury","E08000002","White","DFE","All","All/Boys/Girls","68","%","1,789"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Cheshire East","E06000049","White","DFE","All","All/Boys/Girls","71","%","3,618"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Cheshire West and Chester","E06000050","White","DFE","All","All/Boys/Girls","69","%","3,476"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Cumbria","E10000006","White","DFE","All","All/Boys/Girls","68","%","4,790"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Halton","E06000006","White","DFE","All","All/Boys/Girls","64","%","1,419"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Knowsley","E08000011","White","DFE","All","All/Boys/Girls","61","%","1,683"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Lancashire","E10000017","White","DFE","All","All/Boys/Girls","66","%","11,196"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Liverpool","E08000012","White","DFE","All","All/Boys/Girls","62","%","3,831"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Manchester","E08000003","White","DFE","All","All/Boys/Girls","64","%","2,603"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Oldham","E08000004","White","DFE","All","All/Boys/Girls","65","%","1,867"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Rochdale","E08000005","White","DFE","All","All/Boys/Girls","65","%","1,747"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Salford","E08000006","White","DFE","All","All/Boys/Girls","67","%","2,158"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Sefton","E08000014","White","DFE","All","All/Boys/Girls","70","%","2,642"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","St. Helens","E08000013","White","DFE","All","All/Boys/Girls","65","%","1,874"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Stockport","E08000007","White","DFE","All","All/Boys/Girls","70","%","2,726"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Tameside","E08000008","White","DFE","All","All/Boys/Girls","68","%","2,111"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Trafford","E08000009","White","DFE","All","All/Boys/Girls","77","%","1,953"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Warrington","E06000007","White","DFE","All","All/Boys/Girls","71","%","2,196"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Wigan","E08000010","White","DFE","All","All/Boys/Girls","70","%","3,374"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Wirral","E08000015","White","DFE","All","All/Boys/Girls","64","%","3,366"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","White","DFE","All","All/Boys/Girls","62","%","2,473"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","White","DFE","All","All/Boys/Girls","59","%","3,623"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","White","DFE","All","All/Boys/Girls","66","%","2,095"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","White","DFE","All","All/Boys/Girls","56","%","3,144"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","White","DFE","All","All/Boys/Girls","66","%","3,349"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","White","DFE","All","All/Boys/Girls","64","%","2,553"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","White","DFE","All","All/Boys/Girls","65","%","3,192"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","White","DFE","All","All/Boys/Girls","63","%","6,058"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","White","DFE","All","All/Boys/Girls","59","%","1,788"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","White","DFE","All","All/Boys/Girls","58","%","1,741"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","White","DFE","All","All/Boys/Girls","65","%","5,615"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","White","DFE","All","All/Boys/Girls","64","%","2,651"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","White","DFE","All","All/Boys/Girls","64","%","4,177"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","White","DFE","All","All/Boys/Girls","61","%","3,269"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","York","E06000014","White","DFE","All","All/Boys/Girls","65","%","1,724"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Derby","E06000015","White","DFE","All","All/Boys/Girls","60","%","2,009"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Derbyshire","E10000007","White","DFE","All","All/Boys/Girls","66","%","7,698"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Leicester","E06000016","White","DFE","All","All/Boys/Girls","56","%","1,520"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Leicestershire","E10000018","White","DFE","All","All/Boys/Girls","65","%","6,141"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Lincolnshire","E10000019","White","DFE","All","All/Boys/Girls","64","%","7,000"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Northamptonshire","E10000021","White","DFE","All","All/Boys/Girls","64","%","7,113"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Nottingham","E06000018","White","DFE","All","All/Boys/Girls","62","%","1,767"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Nottinghamshire","E10000024","White","DFE","All","All/Boys/Girls","65","%","7,694"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Rutland","E06000017","White","DFE","All","All/Boys/Girls","71","%","356"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Birmingham","E08000025","White","DFE","All","All/Boys/Girls","61","%","5,196"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Coventry","E08000026","White","DFE","All","All/Boys/Girls","62","%","2,292"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Dudley","E08000027","White","DFE","All","All/Boys/Girls","62","%","2,946"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Herefordshire, County of","E06000019","White","DFE","All","All/Boys/Girls","68","%","1,694"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Sandwell","E08000028","White","DFE","All","All/Boys/Girls","61","%","2,074"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Shropshire","E06000051","White","DFE","All","All/Boys/Girls","68","%","2,792"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Solihull","E08000029","White","DFE","All","All/Boys/Girls","70","%","2,021"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Staffordshire","E10000028","White","DFE","All","All/Boys/Girls","67","%","8,279"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","White","DFE","All","All/Boys/Girls","59","%","2,178"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Telford and Wrekin","E06000020","White","DFE","All","All/Boys/Girls","71","%","1,769"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Walsall","E08000030","White","DFE","All","All/Boys/Girls","60","%","2,173"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Warwickshire","E10000031","White","DFE","All","All/Boys/Girls","69","%","5,073"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Wolverhampton","E08000031","White","DFE","All","All/Boys/Girls","65","%","1,591"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Worcestershire","E10000034","White","DFE","All","All/Boys/Girls","64","%","5,467"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Bedford","E06000055","White","DFE","All","All/Boys/Girls","61","%","1,280"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Cambridgeshire","E10000003","White","DFE","All","All/Boys/Girls","66","%","5,608"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Central Bedfordshire","E06000056","White","DFE","All","All/Boys/Girls","65","%","2,708"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Essex","E10000012","White","DFE","All","All/Boys/Girls","67","%","13,451"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Hertfordshire","E10000015","White","DFE","All","All/Boys/Girls","72","%","10,071"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Luton","E06000032","White","DFE","All","All/Boys/Girls","60","%","908"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Norfolk","E10000020","White","DFE","All","All/Boys/Girls","64","%","7,770"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Peterborough","E06000031","White","DFE","All","All/Boys/Girls","55","%","1,707"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Southend-on-Sea","E06000033","White","DFE","All","All/Boys/Girls","67","%","1,595"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Suffolk","E10000029","White","DFE","All","All/Boys/Girls","63","%","6,786"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Thurrock","E06000034","White","DFE","All","All/Boys/Girls","60","%","1,527"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Camden","E09000007","White","DFE","All","All/Boys/Girls","78","%","617"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","City of London","E09000001","White","DFE","All","All/Boys/Girls","100","%","8"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hackney","E09000012","White","DFE","All","All/Boys/Girls","77","%","779"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hammersmith and Fulham","E09000013","White","DFE","All","All/Boys/Girls","77","%","495"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Haringey","E09000014","White","DFE","All","All/Boys/Girls","69","%","1,276"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Islington","E09000019","White","DFE","All","All/Boys/Girls","72","%","802"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Kensington and Chelsea","E09000020","White","DFE","All","All/Boys/Girls","83","%","308"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Lambeth","E09000022","White","DFE","All","All/Boys/Girls","76","%","800"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Lewisham","E09000023","White","DFE","All","All/Boys/Girls","73","%","1,018"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Newham","E09000025","White","DFE","All","All/Boys/Girls","64","%","703"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Southwark","E09000028","White","DFE","All","All/Boys/Girls","73","%","812"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Tower Hamlets","E09000030","White","DFE","All","All/Boys/Girls","73","%","415"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Wandsworth","E09000032","White","DFE","All","All/Boys/Girls","78","%","861"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Westminster","E09000033","White","DFE","All","All/Boys/Girls","73","%","388"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Barking and Dagenham","E09000002","White","DFE","All","All/Boys/Girls","60","%","1,204"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Barnet","E09000003","White","DFE","All","All/Boys/Girls","76","%","1,902"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Bexley","E09000004","White","DFE","All","All/Boys/Girls","69","%","1,997"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Brent","E09000005","White","DFE","All","All/Boys/Girls","68","%","846"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Bromley","E09000006","White","DFE","All","All/Boys/Girls","78","%","2,466"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Croydon","E09000008","White","DFE","All","All/Boys/Girls","67","%","1,533"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Ealing","E09000009","White","DFE","All","All/Boys/Girls","71","%","1,100"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Enfield","E09000010","White","DFE","All","All/Boys/Girls","60","%","1,979"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Greenwich","E09000011","White","DFE","All","All/Boys/Girls","70","%","1,220"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Harrow","E09000015","White","DFE","All","All/Boys/Girls","73","%","690"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Havering","E09000016","White","DFE","All","All/Boys/Girls","73","%","2,128"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hillingdon","E09000017","White","DFE","All","All/Boys/Girls","70","%","1,564"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hounslow","E09000018","White","DFE","All","All/Boys/Girls","66","%","904"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Kingston upon Thames","E09000021","White","DFE","All","All/Boys/Girls","76","%","1,091"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Merton","E09000024","White","DFE","All","All/Boys/Girls","72","%","932"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Redbridge","E09000026","White","DFE","All","All/Boys/Girls","62","%","837"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Richmond upon Thames","E09000027","White","DFE","All","All/Boys/Girls","82","%","1,477"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Sutton","E09000029","White","DFE","All","All/Boys/Girls","71","%","1,273"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Waltham Forest","E09000031","White","DFE","All","All/Boys/Girls","66","%","1,044"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Bracknell Forest","E06000036","White","DFE","All","All/Boys/Girls","65","%","1,109"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Brighton and Hove","E06000043","White","DFE","All","All/Boys/Girls","76","%","1,987"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Buckinghamshire","E10000002","White","DFE","All","All/Boys/Girls","75","%","4,206"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","East Sussex","E10000011","White","DFE","All","All/Boys/Girls","66","%","4,605"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Hampshire","E10000014","White","DFE","All","All/Boys/Girls","71","%","12,822"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Isle of Wight","E06000046","White","DFE","All","All/Boys/Girls","64","%","1,276"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Kent","E10000016","White","DFE","All","All/Boys/Girls","69","%","14,066"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Medway","E06000035","White","DFE","All","All/Boys/Girls","61","%","2,523"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Milton Keynes","E06000042","White","DFE","All","All/Boys/Girls","69","%","2,101"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Oxfordshire","E10000025","White","DFE","All","All/Boys/Girls","70","%","5,627"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Portsmouth","E06000044","White","DFE","All","All/Boys/Girls","62","%","1,669"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Reading","E06000038","White","DFE","All","All/Boys/Girls","67","%","829"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Slough","E06000039","White","DFE","All","All/Boys/Girls","57","%","611"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Southampton","E06000045","White","DFE","All","All/Boys/Girls","66","%","1,770"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Surrey","E10000030","White","DFE","All","All/Boys/Girls","74","%","9,391"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","West Berkshire","E06000037","White","DFE","All","All/Boys/Girls","70","%","1,497"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","West Sussex","E10000032","White","DFE","All","All/Boys/Girls","65","%","7,229"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Windsor and Maidenhead","E06000040","White","DFE","All","All/Boys/Girls","74","%","1,005"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Wokingham","E06000041","White","DFE","All","All/Boys/Girls","75","%","1,406"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Bath and North East Somerset","E06000022","White","DFE","All","All/Boys/Girls","71","%","1,560"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Bournemouth","E06000028","White","DFE","All","All/Boys/Girls","66","%","1,376"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Bristol, City of","E06000023","White","DFE","All","All/Boys/Girls","70","%","3,008"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Cornwall","E06000052","White","DFE","All","All/Boys/Girls","67","%","5,295"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Devon","E10000008","White","DFE","All","All/Boys/Girls","71","%","7,114"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Dorset","E10000009","White","DFE","All","All/Boys/Girls","67","%","3,851"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Gloucestershire","E10000013","White","DFE","All","All/Boys/Girls","70","%","5,462"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Isles of Scilly","E06000053","White","DFE","All","All/Boys/Girls","65","%","20"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","North Somerset","E06000024","White","DFE","All","All/Boys/Girls","71","%","2,038"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Plymouth","E06000026","White","DFE","All","All/Boys/Girls","67","%","2,476"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Poole","E06000029","White","DFE","All","All/Boys/Girls","66","%","1,219"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Somerset","E10000027","White","DFE","All","All/Boys/Girls","67","%","5,255"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","South Gloucestershire","E06000025","White","DFE","All","All/Boys/Girls","69","%","2,809"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Swindon","E06000030","White","DFE","All","All/Boys/Girls","67","%","2,043"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Torbay","E06000027","White","DFE","All","All/Boys/Girls","68","%","1,308"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Wiltshire","E06000054","White","DFE","All","All/Boys/Girls","68","%","4,587"
