"Title","Police workforce"
"Location","England and Wales"
"Time period","2007 to 2016"
"Data source","Home Office"
"Data source link","https://www.gov.uk/government/statistics/police-workforce-england-and-wales-31-march-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","21 July 2016"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Rank","Rank_type","Geography","Geography_type","FTE","Headcount","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 100,000 population by ethnicity, gender, and PFA (Based on FTE except Special Constables)","Proportion of workforce of this ethnicity in this aggregated rank, in this year, and this PFA (excludes unreported)","Proportion of population of this ethnicity in this PFA (based on 2011 Census)"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Investigation Officer (S.38)","Detailed rank data","West Midlands","Police Force Area","0","0","1,919,138","0","N/A","70%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Investigation Officer (S.38)","Detailed rank data","West Yorkshire","Police Force Area","0","0","1,819,818","0","N/A","82%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Investigation Officer (S.38)","Detailed rank data","Wiltshire","Police Force Area","0","0","642,869","0","N/A","95%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","All - including BTP","Police Force Area","1,747","1,792","48,209,395","3.62","94%","86%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Avon & Somerset","Police Force Area","0","0","1,491,970","0","0%","93%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Bedfordshire","Police Force Area","34","34","476,647","7.13","94%","77%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","British Transport Police","Police Force Area","0","0","N/A","N/A","0%","N/A"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Cambridgeshire","Police Force Area","24","25","726,531","3.3","96%","90%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Cheshire","Police Force Area","11","11","995,998","1.1","100%","97%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Cleveland","Police Force Area","0","0","526,456","0","0%","94%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Cumbria","Police Force Area","32","34","492,257","6.49","100%","98%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Derbyshire","Police Force Area","44","44","949,845","4.6","94%","93%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Devon & Cornwall","Police Force Area","0","0","1,627,306","0","0%","98%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Dorset","Police Force Area","52","54","714,637","7.29","100%","96%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Durham","Police Force Area","0","0","605,364","0","0%","98%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Dyfed-Powys","Police Force Area","25","25","504,714","4.87","100%","98%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Essex","Police Force Area","69","73","1,608,308","4.29","99%","93%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Gloucestershire","Police Force Area","23","23","569,647","4.04","88%","95%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Greater Manchester","Police Force Area","157","157","2,248,123","6.98","99%","84%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Gwent","Police Force Area","0","0","554,377","0","0%","96%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Hampshire","Police Force Area","91","91","1,771,378","5.14","97%","93%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Hertfordshire","Police Force Area","89","92","977,495","9.14","98%","88%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Humberside","Police Force Area","83","89","885,279","9.38","100%","96%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Kent","Police Force Area","167","174","1,607,681","10.37","98%","93%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Lancashire","Police Force Area","0","0","1,320,035","0","0%","90%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Leicestershire","Police Force Area","39","40","797,704","4.83","97%","78%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Lincolnshire","Police Force Area","4","4","696,484","0.57","100%","98%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","London, City of","Police Force Area","0","0","N/A","N/A","0%","79%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Merseyside","Police Force Area","0","0","1,305,303","0","0%","95%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Metropolitan Police","Police Force Area","112","112","4,881,636","2.29","57%","60%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Norfolk","Police Force Area","43","53","828,018","5.21","100%","97%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","North Wales","Police Force Area","37","37","670,704","5.52","100%","97%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","North Yorkshire","Police Force Area","0","0","769,206","0","0%","97%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Northamptonshire","Police Force Area","0","0","632,822","0","0%","91%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Northumbria","Police Force Area","143","145","1,343,747","10.66","99%","95%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Nottinghamshire","Police Force Area","86","87","969,501","8.9","98%","89%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","South Wales","Police Force Area","115","116","1,198,458","9.6","100%","93%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","South Yorkshire","Police Force Area","0","0","1,217,653","0","0%","91%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Staffordshire","Police Force Area","39","39","1,032,327","3.73","100%","94%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Suffolk","Police Force Area","40","41","693,195","5.77","98%","95%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Surrey","Police Force Area","171","172","1,023,682","16.7","96%","90%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Sussex","Police Force Area","19","20","1,505,433","1.25","100%","94%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Thames Valley","Police Force Area","0","0","1,919,646","0","0%","85%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Warwickshire","Police Force Area","0","0","505,688","0","0%","93%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","West Mercia","Police Force Area","0","0","1,176,516","0","0%","96%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","West Midlands","Police Force Area","0","0","1,919,138","0","0%","70%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","West Yorkshire","Police Force Area","0","0","1,819,818","0","0%","82%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Designated Officer","Aggregate Officer/Staff","Wiltshire","Police Force Area","0","0","642,869","0","0%","95%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","All - including BTP","Police Force Area","7,056","7,094","48,209,395","14.64","N/A","86%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Avon & Somerset","Police Force Area","169","169","1,491,970","11.33","N/A","93%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Bedfordshire","Police Force Area","55","55","476,647","11.52","N/A","77%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","British Transport Police","Police Force Area","153","155","N/A","N/A","N/A","N/A"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Cambridgeshire","Police Force Area","86","86","726,531","11.77","N/A","90%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Cheshire","Police Force Area","119","120","995,998","11.93","N/A","97%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Cleveland","Police Force Area","73","73","526,456","13.87","N/A","94%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Cumbria","Police Force Area","60","60","492,257","12.16","N/A","98%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Derbyshire","Police Force Area","94","95","949,845","9.92","N/A","93%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Devon & Cornwall","Police Force Area","165","166","1,627,306","10.12","N/A","98%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Dorset","Police Force Area","70","70","714,637","9.73","N/A","96%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Durham","Police Force Area","83","83","605,364","13.71","N/A","98%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Dyfed-Powys","Police Force Area","66","66","504,714","13","N/A","98%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Essex","Police Force Area","136","137","1,608,308","8.48","N/A","93%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Gloucestershire","Police Force Area","68","69","569,647","11.98","N/A","95%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Greater Manchester","Police Force Area","344","346","2,248,123","15.32","N/A","84%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Gwent","Police Force Area","71","73","554,377","12.81","N/A","96%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Hampshire","Police Force Area","185","186","1,771,378","10.45","N/A","93%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Hertfordshire","Police Force Area","123","124","977,495","12.58","N/A","88%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Humberside","Police Force Area","119","119","885,279","13.4","N/A","96%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Kent","Police Force Area","192","193","1,607,681","11.95","N/A","93%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Lancashire","Police Force Area","172","173","1,320,035","13.06","N/A","90%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Leicestershire","Police Force Area","94","94","797,704","11.76","N/A","78%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Lincolnshire","Police Force Area","68","68","696,484","9.76","N/A","98%"
"Rate per population","2008","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","London, City of","Police Force Area","56","56","N/A","N/A","N/A","79%"
