"Title","A* to C in English and Maths GCSE by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 attainment data https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator ","Lower confidence interval","Upper confidence interval","Notes","Boys-Value"," Boys-Denominator ","Notes","Girls-Value"," Girls-Denominator ","Notes"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","x"," 7 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","x"," 4 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","73"," 15 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","x"," 8 ","NA","NA","Suppressed","x"," 3 ","Suppressed","100"," 5 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","x"," 9 ","NA","NA","Suppressed","100"," 3 ","","x"," 6 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","."," -   ","NA","NA","Not applicable","."," -   ","Not applicable","."," -   ","Not applicable"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","x"," x ","NA","NA","Suppressed","."," -   ","Not applicable","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","88"," 32 ","NA","NA","","x"," 16 ","Suppressed","x"," 16 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","82"," 45 ","NA","NA","","x"," 22 ","Suppressed","x"," 23 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","81"," 43 ","NA","NA","","x"," 24 ","Suppressed","x"," 19 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","x"," 7 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","x"," x ","NA","NA","Suppressed","x"," x ","Suppressed","."," -   ","Not applicable"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","x"," 6 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","100"," 8 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","100"," 4 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","56"," 16 ","NA","NA","","50"," 6 ","","60"," 10 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","67"," 12 ","NA","NA","","x"," 5 ","Suppressed","x"," 7 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","90"," 49 ","NA","NA","","82"," 27 ","","100"," 22 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","x"," 6 ","NA","NA","Suppressed","100"," 3 ","","x"," 3 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","100"," 3 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","100"," 14 ","NA","NA","","100"," 5 ","","100"," 9 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","."," -   ","NA","NA","Not applicable","."," -   ","Not applicable","."," -   ","Not applicable"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","x"," x ","NA","NA","Suppressed","."," -   ","Not applicable","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","100"," 4 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","x"," 10 ","NA","NA","Suppressed","100"," 3 ","","x"," 7 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","x"," 3 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","x"," x ","NA","NA","Suppressed","."," -   ","Not applicable","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","100"," 10 ","NA","NA","","100"," 3 ","","100"," 7 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","75"," 28 ","NA","NA","","x"," 14 ","Suppressed","x"," 14 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","x"," x ","NA","NA","Suppressed","."," -   ","Not applicable","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","100"," 4 ","NA","NA","","100"," 4 ","","."," -   ","Not applicable"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","100"," 13 ","NA","NA","","100"," 6 ","","100"," 7 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","x"," 8 ","NA","NA","Suppressed","x"," 4 ","Suppressed","100"," 4 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","83"," 18 ","NA","NA","","57"," 7 ","","100"," 11 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","x"," 6 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","York","Local Authority","E06000014","All pupils","All pupils","x"," 9 ","NA","NA","Suppressed","x"," 4 ","Suppressed","x"," 5 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","x"," 8 ","NA","NA","Suppressed","x"," 4 ","Suppressed","100"," 4 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","71"," 14 ","NA","NA","","x"," 10 ","Suppressed","x"," 4 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","x"," 3 ","NA","NA","Suppressed","."," -   ","Not applicable","x"," 3 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","73"," 22 ","NA","NA","","x"," 13 ","Suppressed","x"," 9 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","82"," 33 ","NA","NA","","x"," 19 ","Suppressed","x"," 14 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","x"," 20 ","NA","NA","Suppressed","x"," 10 ","Suppressed","x"," 10 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","100"," 8 ","NA","NA","","100"," 4 ","","100"," 4 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","88"," 25 ","NA","NA","","77"," 13 ","","100"," 12 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","."," -   ","NA","NA","Not applicable","."," -   ","Not applicable","."," -   ","Not applicable"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","82"," 45 ","NA","NA","","76"," 21 ","","88"," 24 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","x"," 9 ","NA","NA","Suppressed","x"," 3 ","Suppressed","x"," 6 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","x"," 4 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","100"," 4 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","x"," 5 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","x"," 8 ","NA","NA","Suppressed","x"," 4 ","Suppressed","x"," 4 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","x"," 10 ","NA","NA","Suppressed","x"," 6 ","Suppressed","100"," 4 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","80"," 20 ","NA","NA","","x"," 7 ","Suppressed","x"," 13 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","x"," 9 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","x"," 9 ","NA","NA","Suppressed","x"," 6 ","Suppressed","100"," 3 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","100"," 3 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","69"," 16 ","NA","NA","","50"," 10 ","","100"," 6 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","x"," 3 ","NA","NA","Suppressed","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","x"," 8 ","NA","NA","Suppressed","x"," 4 ","Suppressed","x"," 4 ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","100"," 3 ","NA","NA","","x"," x ","Suppressed","x"," x ","Suppressed"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","87"," 30 ","NA","NA","","x"," 17 ","Suppressed","x"," 13 ","Suppressed"
