"Title","GCSE-level exam results (‘Attainment 8’) by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Value-Female","Denominator-Female","Lower CI - Female","Upper CI - Female","Notes - Female","All-value","All-Denominator"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Norfolk","Local Authority","E10000020","Boys","All pupils","47","42","NA","NA","58","26","NA","NA","","51","68"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Peterborough","Local Authority","E06000031","Boys","All pupils","47","40","NA","NA","57","33","NA","NA","","52","73"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Southend-on-Sea","Local Authority","E06000033","Boys","All pupils","59","61","NA","NA","60","64","NA","NA","","59","125"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Suffolk","Local Authority","E10000029","Boys","All pupils","39","25","NA","NA","52","28","NA","NA","","46","53"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Thurrock","Local Authority","E06000034","Boys","All pupils","52","72","NA","NA","54","92","NA","NA","","53","164"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Camden","Local Authority","E09000007","Boys","All pupils","44","132","NA","NA","50","213","NA","NA","","48","345"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","City of London","Local Authority","E09000001","Boys","All pupils","N/A","N/A","NA","NA","N/A","N/A","NA","NA","Not applicable","N/A","N/A"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Hackney","Local Authority","E09000012","Boys","All pupils","46","324","NA","NA","52","395","NA","NA","","50","719"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Hammersmith and Fulham","Local Authority","E09000013","Boys","All pupils","46","167","NA","NA","51","166","NA","NA","","48","333"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Haringey","Local Authority","E09000014","Boys","All pupils","42","323","NA","NA","49","316","NA","NA","","46","639"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Islington","Local Authority","E09000019","Boys","All pupils","49","228","NA","NA","50","195","NA","NA","","49","423"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Kensington and Chelsea","Local Authority","E09000020","Boys","All pupils","50","88","NA","NA","55","60","NA","NA","","52","148"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Lambeth","Local Authority","E09000022","Boys","All pupils","44","459","NA","NA","52","486","NA","NA","","48","945"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Lewisham","Local Authority","E09000023","Boys","All pupils","42","551","NA","NA","50","490","NA","NA","","46","1041"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Newham","Local Authority","E09000025","Boys","All pupils","47","479","NA","NA","52","438","NA","NA","","49","917"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Southwark","Local Authority","E09000028","Boys","All pupils","50","501","NA","NA","55","593","NA","NA","","52","1094"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Tower Hamlets","Local Authority","E09000030","Boys","All pupils","48","158","NA","NA","51","149","NA","NA","","49","307"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Wandsworth","Local Authority","E09000032","Boys","All pupils","46","245","NA","NA","51","213","NA","NA","","48","458"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Westminster","Local Authority","E09000033","Boys","All pupils","47","189","NA","NA","56","144","NA","NA","","51","333"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Barking and Dagenham","Local Authority","E09000002","Boys","All pupils","48","266","NA","NA","54","285","NA","NA","","51","551"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Barnet","Local Authority","E09000003","Boys","All pupils","48","242","NA","NA","53","247","NA","NA","","51","489"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Bexley","Local Authority","E09000004","Boys","All pupils","53","262","NA","NA","60","270","NA","NA","","57","532"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Brent","Local Authority","E09000005","Boys","All pupils","43","361","NA","NA","49","406","NA","NA","","46","767"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Bromley","Local Authority","E09000006","Boys","All pupils","51","116","NA","NA","53","156","NA","NA","","52","272"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Croydon","Local Authority","E09000008","Boys","All pupils","45","580","NA","NA","52","544","NA","NA","","48","1124"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Ealing","Local Authority","E09000009","Boys","All pupils","44","260","NA","NA","49","314","NA","NA","","47","574"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Enfield","Local Authority","E09000010","Boys","All pupils","45","429","NA","NA","51","450","NA","NA","","48","879"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Greenwich","Local Authority","E09000011","Boys","All pupils","50","316","NA","NA","53","288","NA","NA","","51","604"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Harrow","Local Authority","E09000015","Boys","All pupils","47","167","NA","NA","52","177","NA","NA","","49","344"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Havering","Local Authority","E09000016","Boys","All pupils","48","184","NA","NA","55","178","NA","NA","","51","362"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Hillingdon","Local Authority","E09000017","Boys","All pupils","46","173","NA","NA","51","154","NA","NA","","48","327"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Hounslow","Local Authority","E09000018","Boys","All pupils","48","192","NA","NA","53","152","NA","NA","","50","344"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Kingston upon Thames","Local Authority","E09000021","Boys","All pupils","48","43","NA","NA","58","30","NA","NA","","52","73"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Merton","Local Authority","E09000024","Boys","All pupils","46","149","NA","NA","54","150","NA","NA","","50","299"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Redbridge","Local Authority","E09000026","Boys","All pupils","45","230","NA","NA","53","264","NA","NA","","50","494"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Richmond upon Thames","Local Authority","E09000027","Boys","All pupils","42","24","NA","NA","49","24","NA","NA","","45","48"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Sutton","Local Authority","E09000029","Boys","All pupils","59","102","NA","NA","59","110","NA","NA","","59","212"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Waltham Forest","Local Authority","E09000031","Boys","All pupils","43","269","NA","NA","50","329","NA","NA","","47","598"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Bracknell Forest","Local Authority","E06000036","Boys","All pupils","42","13","NA","NA","57","13","NA","NA","","50","26"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Brighton and Hove","Local Authority","E06000043","Boys","All pupils","47","22","NA","NA","45","19","NA","NA","","46","41"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Buckinghamshire","Local Authority","E10000002","Boys","All pupils","47","64","NA","NA","52","68","NA","NA","","49","132"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","East Sussex","Local Authority","E10000011","Boys","All pupils","44","11","NA","NA","54","20","NA","NA","","50","31"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Hampshire","Local Authority","E10000014","Boys","All pupils","46","62","NA","NA","51","53","NA","NA","","48","115"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Isle of Wight","Local Authority","E06000046","Boys","All pupils","N/A","0","NA","NA","N/A","0","NA","NA","Not applicable","N/A","0"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Kent","Local Authority","E10000016","Boys","All pupils","53","151","NA","NA","60","152","NA","NA","","56","303"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Medway","Local Authority","E06000035","Boys","All pupils","45","47","NA","NA","56","69","NA","NA","","52","116"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Milton Keynes","Local Authority","E06000042","Boys","All pupils","47","171","NA","NA","51","167","NA","NA","","49","338"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Oxfordshire","Local Authority","E10000025","Boys","All pupils","44","73","NA","NA","52","53","NA","NA","","47","126"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Portsmouth","Local Authority","E06000044","Boys","All pupils","48","17","NA","NA","51","16","NA","NA","","49","33"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Reading","Local Authority","E06000038","Boys","All pupils","44","44","NA","NA","48","46","NA","NA","","46","90"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Slough","Local Authority","E06000039","Boys","All pupils","47","76","NA","NA","52","72","NA","NA","","50","148"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Southampton","Local Authority","E06000045","Boys","All pupils","49","23","NA","NA","51","33","NA","NA","","50","56"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Surrey","Local Authority","E10000030","Boys","All pupils","49","103","NA","NA","52","77","NA","NA","","50","180"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","West Berkshire","Local Authority","E06000037","Boys","All pupils","43","13","NA","NA","46","12","NA","NA","","45","25"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","West Sussex","Local Authority","E10000032","Boys","All pupils","40","64","NA","NA","44","56","NA","NA","","42","120"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Windsor and Maidenhead","Local Authority","E06000040","Boys","All pupils","47","17","NA","NA","54","12","NA","NA","","50","29"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Wokingham","Local Authority","E06000041","Boys","All pupils","45","37","NA","NA","54","38","NA","NA","","50","75"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Bath and North East Somerset","Local Authority","E06000022","Boys","All pupils","50","14","NA","NA","42","10","NA","NA","","46","24"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Bournemouth","Local Authority","E06000028","Boys","All pupils","52","6","NA","NA","52","11","NA","NA","","52","17"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Bristol, City of","Local Authority","E06000023","Boys","All pupils","39","132","NA","NA","45","150","NA","NA","","42","282"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Cornwall","Local Authority","E06000052","Boys","All pupils","50","6","NA","NA","38","3","NA","NA","","46","9"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Devon","Local Authority","E10000008","Boys","All pupils","50","7","NA","NA","58","7","NA","NA","","54","14"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Dorset","Local Authority","E10000009","Boys","All pupils","!","!","NA","NA","!","!","NA","NA","Suppressed","44","9"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Gloucestershire","Local Authority","E10000013","Boys","All pupils","42","36","NA","NA","48","27","NA","NA","","45","63"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Isles of Scilly","Local Authority","E06000053","Boys","All pupils","N/A","0","NA","NA","N/A","0","NA","NA","Not applicable","N/A","0"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","North Somerset","Local Authority","E06000024","Boys","All pupils","!","5","NA","NA","!","10","NA","NA","Suppressed","42","15"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Plymouth","Local Authority","E06000026","Boys","All pupils","43","12","NA","NA","43","6","NA","NA","","43","18"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Poole","Local Authority","E06000029","Boys","All pupils","!","!","NA","NA","!","!","NA","NA","Suppressed","48","4"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","Somerset","Local Authority","E10000027","Boys","All pupils","41","9","NA","NA","50","5","NA","NA","","44","14"
"Average Attainment 8 score per pupil","2016","Academic year","Black","5+1","South Gloucestershire","Local Authority","E06000025","Boys","All pupils","43","29","NA","NA","45","14","NA","NA","","44","43"
